지하철역ID,지하철역명,출입구번호
1002000224,서초,3
1002000224,서초,4
1002000224,서초,5
1002000224,서초,6
1002000224,서초,7
1002000224,서초,8
1002000225,방배,1
1002000225,방배,2
1002000225,방배,3
1002000225,방배,4
1002000226,사당,1
1002000226,사당,13
1002000226,사당,14
1002000226,사당,2
1002000226,사당,5
1002000226,사당,6
1002000226,사당,7
1002000226,사당,8
1002000227,낙성대,1
1002000227,낙성대,2
1002000227,낙성대,3
1002000227,낙성대,4
1002000227,낙성대,5
1002000227,낙성대,6
1002000227,낙성대,7
1002000227,낙성대,8
1002000228,서울대입구,1
1002000228,서울대입구,2
1002000228,서울대입구,3
1002000228,서울대입구,4
1002000228,서울대입구,5
1002000228,서울대입구,6
1002000228,서울대입구,7
1002000228,서울대입구,8
1002000229,봉천,1
1002000229,봉천,2
1002000229,봉천,3
1002000229,봉천,4
1002000229,봉천,5
1002000229,봉천,6
1002000230,신림,1
1002000230,신림,2
1002000230,신림,3
1002000230,신림,4
1002000230,신림,5
1002000230,신림,6
1002000230,신림,7
1002000230,신림,8
1002000231,신대방,1
1002000231,신대방,2
1002000231,신대방,3
1002000231,신대방,4
1002000232,구로디지털단지,1
1002000232,구로디지털단지,2
1002000232,구로디지털단지,3
1002000232,구로디지털단지,4
1002000232,구로디지털단지,5
1002000232,구로디지털단지,6
1004000411,노원,1
1004000411,노원,10
1004000411,노원,2
1004000411,노원,9
1001000100,소요산,1
1001000133,서울,1
1001000133,서울,2
1001000133,서울,3
1001000133,서울,4
1001000133,서울,5
1001000133,서울,6
1001000133,서울,7
1001000133,서울,8
1001000133,서울,9
1001000133,서울,9-1
1001000134,남영,1
1001000135,용산,1
1001000135,용산,2
1001000135,용산,3
1001000136,노량진,1
1001000137,대방,1
1001000137,대방,2
1001000137,대방,3
1001000137,대방,4
1001000137,대방,5
1001000137,대방,6
1001000138,신길,1
1001000138,신길,2
1001000139,영등포,1
1001000139,영등포,2
1001000139,영등포,3
1001000139,영등포,4
1001000139,영등포,5
1001000139,영등포,6
1001000140,신도림,1
1001000140,신도림,2
1001000140,신도림,3
1001000141,구로,1
1001000141,구로,2
1001000112,망월사,1
1001000112,망월사,2
1001000112,망월사,3
1001000113,도봉산,1
1001000114,도봉,1
1001000114,도봉,2
1001000114,도봉,3
1001000115,방학,1
1001000115,방학,2
1001000115,방학,3
1001000116,창동,1
1001000117,녹천,1
1001000117,녹천,2
1001000117,녹천,3
1001000117,녹천,4
1001000118,월계,1
1001000118,월계,2
1001000118,월계,3
1001000119,광운대,1
1001000119,광운대,2
1001000119,광운대,3
1001000120,석계,1
1001000120,석계,6
1001000121,신이문,1
1001000121,신이문,2
1001000121,신이문,3
1001000121,신이문,4
1001000121,신이문,5
1001000122,외대앞,1
1001000122,외대앞,2
1001000122,외대앞,3
1001000122,외대앞,4
1001000122,외대앞,5
1001000122,외대앞,6
1001000123,회기,1
1001000124,청량리,1
1001000124,청량리,2
1001000124,청량리,3
1001000124,청량리,4
1001000124,청량리,5
1001000124,청량리,6
1001000125,제기동,1
1001000125,제기동,2
1001000125,제기동,3
1001000125,제기동,4
1001000125,제기동,5
1001000125,제기동,6
1001000126,신설동,1
1001000126,신설동,11
1001000126,신설동,12
1001000126,신설동,2
1001000126,신설동,3
1001000126,신설동,4
1001000126,신설동,5
1001000126,신설동,6
1001000127,동묘앞,1
1001000127,동묘앞,10
1001000127,동묘앞,2
1001000127,동묘앞,3
1001000128,동대문,1
1001000128,동대문,2
1001000128,동대문,3
1001000128,동대문,4
1001000128,동대문,5
1001000128,동대문,6
1001000129,종로5가,1
1001000129,종로5가,2
1001000129,종로5가,3
1001000129,종로5가,4
1001000129,종로5가,5
1001000129,종로5가,6
1001000129,종로5가,7
1001000129,종로5가,8
1001000130,종로3가,1
1001000130,종로3가,10
1001000130,종로3가,11
1001000130,종로3가,12
1001000130,종로3가,13
1001000130,종로3가,14
1001000130,종로3가,15
1001000130,종로3가,2
1001000131,종각,1
1001000131,종각,2
1001000131,종각,3
1001000131,종각,3-1
1001000131,종각,4
1001000131,종각,5
1001000131,종각,6
1001000132,시청,1
1001000132,시청,2
1001000132,시청,3
1001000132,시청,4
1001000132,시청,5
1001000132,시청,6
1001000132,시청,7
1075075236,신갈,1
1075075236,신갈,2
1075075236,신갈,3
1075075236,신갈,4
1075075237,기흥,1
1075075237,기흥,2
1075075237,기흥,3
1075075237,기흥,4
1075075237,기흥,5
1075075237,기흥,6
1075075237,기흥,7
1075075238,상갈,1
1075075238,상갈,2
1075075238,상갈,3
1075075238,상갈,4
1075075239,청명,1
1075075239,청명,2
1075075239,청명,3
1075075239,청명,4
1075075239,청명,5
1075075239,청명,6
1075075240,영통,1
1075075240,영통,2
1075075240,영통,3
1075075240,영통,4
1075075240,영통,5
1075075240,영통,6
1075075240,영통,7
1075075240,영통,8
1075075241,망포,1
1075075241,망포,2
1075075241,망포,3
1075075241,망포,4
1075075241,망포,5
1075075241,망포,6
1075075241,망포,7
1075075241,망포,8
1075075242,매탄권선,1
1075075242,매탄권선,2
1075075242,매탄권선,3
1075075242,매탄권선,4
1075075242,매탄권선,5
1075075243,수원시청,1
1075075243,수원시청,10
1075075243,수원시청,2
1075075243,수원시청,3
1075075243,수원시청,4
1075075243,수원시청,5
1075075243,수원시청,6
1075075243,수원시청,7
1075075243,수원시청,8
1075075243,수원시청,9
1075075244,매교,1
1075075244,매교,2
1075075244,매교,3
1075075244,매교,4
1075075244,매교,5
1075075244,매교,6
1075075244,매교,7
1075075244,매교,8
1075075245,수원,10
1075075245,수원,7
1075075245,수원,8
1075075245,수원,9
1001080173,탕정,1
1001080173,탕정,2
1008000820,복정,1
1008000820,복정,2
1008000820,복정,3
1008000820,복정,4
1008000821,남위례,1
1008000821,남위례,2
1008000821,남위례,3
1008000822,산성,1
1008000822,산성,2
1008000822,산성,3
1008000822,산성,4
1008000823,남한산성입구,1
1008000823,남한산성입구,2
1008000823,남한산성입구,3
1008000823,남한산성입구,4
1008000823,남한산성입구,5
1008000823,남한산성입구,6
1008000823,남한산성입구,7
1008000824,단대오거리,1
1008000824,단대오거리,2
1008000824,단대오거리,3
1008000824,단대오거리,4
1008000825,신흥,1
1008000825,신흥,2
1008000825,신흥,3
1008000825,신흥,4
1008000826,수진,10
1008000826,수진,11
1008000826,수진,12
1008000826,수진,9
1006000648,신내,1
1006000648,신내,2
1006000648,신내,3
1006000648,신내,4
