지하철역ID,지하철역명,출입구번호,검색키워드,위도,경도
1067080129,천마산,1,천마산역 1번 출구,37.6102072578868,126.92998576213
1067080129,천마산,2,천마산역 2번 출구,37.6102072578868,126.92998576213
1067080130,마석,1,마석역 1번 출구,37.6102072578868,126.92998576213
1067080130,마석,2,마석역 2번 출구,37.6102072578868,126.92998576213
1067080131,대성리,1,대성리역 1번 출구,37.6102072578868,126.92998576213
1067080131,대성리,2,대성리역 2번 출구,37.6102072578868,126.92998576213
1067080132,청평,1,청평역 1번 출구,37.6102072578868,126.92998576213
1067080132,청평,2,청평역 2번 출구,37.6102072578868,126.92998576213
1067080133,상천,1,상천역 1번 출구,37.6102072578868,126.92998576213
1067080134,가평,1,가평역 1번 출구,37.6102072578868,126.92998576213
1067080135,굴봉산,1,굴봉산역 1번 출구,37.6102072578868,126.92998576213
1067080135,굴봉산,2,굴봉산역 2번 출구,37.6102072578868,126.92998576213
1067080136,백양리,1,백양리역 1번 출구,37.6102072578868,126.92998576213
1067080137,강촌,1,강촌역 1번 출구,37.6102072578868,126.92998576213
1067080138,김유정,1,김유정역 1번 출구,37.6102072578868,126.92998576213
1067080139,남춘천,1,남춘천역 1번 출구,37.6102072578868,126.92998576213
1067080139,남춘천,2,남춘천역 2번 출구,37.6102072578868,126.92998576213
1067080139,남춘천,3,남춘천역 3번 출구,37.6102072578868,126.92998576213
1067080140,춘천,1,춘천역 1번 출구,37.6102072578868,126.92998576213
1067080140,춘천,2,춘천역 2번 출구,37.6102072578868,126.92998576213
1069073110,계양,1,계양역 1번 출구,37.6102072578868,126.92998576213
1069073111,귤현,1,귤현역 1번 출구,37.6102072578868,126.92998576213
1069073112,박촌,1,박촌역 1번 출구,37.6102072578868,126.92998576213
1069073112,박촌,2,박촌역 2번 출구,37.6102072578868,126.92998576213
1069073112,박촌,3,박촌역 3번 출구,37.6102072578868,126.92998576213
1069073112,박촌,4,박촌역 4번 출구,37.6102072578868,126.92998576213
1069073113,임학,1,임학역 1번 출구,37.6102072578868,126.92998576213
1069073113,임학,2,임학역 2번 출구,37.6102072578868,126.92998576213
1069073113,임학,3,임학역 3번 출구,37.6102072578868,126.92998576213
1069073113,임학,4,임학역 4번 출구,37.6102072578868,126.92998576213
1069073114,계산,1,계산역 1번 출구,37.6102072578868,126.92998576213
1069073114,계산,2,계산역 2번 출구,37.6102072578868,126.92998576213
1069073114,계산,3,계산역 3번 출구,37.6102072578868,126.92998576213
1069073114,계산,4,계산역 4번 출구,37.6102072578868,126.92998576213
1069073114,계산,5,계산역 5번 출구,37.6102072578868,126.92998576213
1069073114,계산,6,계산역 6번 출구,37.6102072578868,126.92998576213
1003000309,원흥,1,원흥역 1번 출구,37.6102072578868,126.92998576213
1003000309,원흥,2,원흥역 2번 출구,37.6102072578868,126.92998576213
1003000309,원흥,3,원흥역 3번 출구,37.6102072578868,126.92998576213
1003000309,원흥,4,원흥역 4번 출구,37.6102072578868,126.92998576213
1003000309,원흥,5,원흥역 5번 출구,37.6102072578868,126.92998576213
1003000309,원흥,6,원흥역 6번 출구,37.6102072578868,126.92998576213
1003000309,원흥,7,원흥역 7번 출구,37.6102072578868,126.92998576213
1003000309,원흥,8,원흥역 8번 출구,37.6102072578868,126.92998576213
1063075319,강매,1,강매역 1번 출구,37.6102072578868,126.92998576213
1065006501,서울,3,서울역 3번 출구,37.6102072578868,126.92998576213
1065006501,서울,4,서울역 4번 출구,37.6102072578868,126.92998576213
1065006502,공덕,10,공덕역 10번 출구,37.6102072578868,126.92998576213
1065006502,공덕,9,공덕역 9번 출구,37.6102072578868,126.92998576213
1065006503,홍대입구,3,홍대입구역 3번 출구,37.6102072578868,126.92998576213
1065006503,홍대입구,4,홍대입구역 4번 출구,37.6102072578868,126.92998576213
1065006503,홍대입구,5,홍대입구역 5번 출구,37.6102072578868,126.92998576213
1065006503,홍대입구,6,홍대입구역 6번 출구,37.6102072578868,126.92998576213
1065006503,홍대입구,7,홍대입구역 7번 출구,37.6102072578868,126.92998576213
1065006504,디지털미디어시티,7,디지털미디어시티역 7번 출구,37.6102072578868,126.92998576213
1065006504,디지털미디어시티,8,디지털미디어시티역 8번 출구,37.6102072578868,126.92998576213
1065006504,디지털미디어시티,9,디지털미디어시티역 9번 출구,37.6102072578868,126.92998576213
1065006505,김포공항,4,김포공항역 4번 출구,37.6102072578868,126.92998576213
1065006507,검암,1,검암역 1번 출구,37.6102072578868,126.92998576213
1065065071,청라국제도시,1,청라국제도시역 1번 출구,37.6102072578868,126.92998576213
1065065071,청라국제도시,2,청라국제도시역 2번 출구,37.6102072578868,126.92998576213
1065006509,공항화물청사,1,공항화물청사역 1번 출구,37.6102072578868,126.92998576213
1065006509,공항화물청사,2,공항화물청사역 2번 출구,37.6102072578868,126.92998576213
1065006510,인천공항1터미널,1,인천공항1터미널역 1번 출구,37.6102072578868,126.92998576213
1065006510,인천공항1터미널,2,인천공항1터미널역 2번 출구,37.6102072578868,126.92998576213
1065006510,인천공항1터미널,3,인천공항1터미널역 3번 출구,37.6102072578868,126.92998576213
1071075251,달월,1,달월역 1번 출구,37.6102072578868,126.92998576213
1071075252,월곶,1,월곶역 1번 출구,37.6102072578868,126.92998576213
1063075331,금촌,1,금촌역 1번 출구,37.6102072578868,126.92998576213
1063075331,금촌,2,금촌역 2번 출구,37.6102072578868,126.92998576213
1063075330,금릉,1,금릉역 1번 출구,37.6102072578868,126.92998576213
1063075330,금릉,2,금릉역 2번 출구,37.6102072578868,126.92998576213
1063075329,운정,1,운정역 1번 출구,37.6102072578868,126.92998576213
1063075329,운정,2,운정역 2번 출구,37.6102072578868,126.92998576213
1063075327,탄현,1,탄현역 1번 출구,37.6102072578868,126.92998576213
1063075327,탄현,2,탄현역 2번 출구,37.6102072578868,126.92998576213
1063075326,일산,1,일산역 1번 출구,37.6102072578868,126.92998576213
1063075326,일산,2,일산역 2번 출구,37.6102072578868,126.92998576213
1063075325,풍산,1,풍산역 1번 출구,37.6102072578868,126.92998576213
1063075325,풍산,2,풍산역 2번 출구,37.6102072578868,126.92998576213
1063075324,백마,1,백마역 1번 출구,37.6102072578868,126.92998576213
1063075324,백마,2,백마역 2번 출구,37.6102072578868,126.92998576213
1063075323,곡산,1,곡산역 1번 출구,37.6102072578868,126.92998576213
1063075323,곡산,2,곡산역 2번 출구,37.6102072578868,126.92998576213
1063075321,능곡,1,능곡역 1번 출구,37.6102072578868,126.92998576213
1063075320,행신,1,행신역 1번 출구,37.6102072578868,126.92998576213
1063075320,행신,2,행신역 2번 출구,37.6102072578868,126.92998576213
1063075318,화전,1,화전역 1번 출구,37.6102072578868,126.92998576213
1063075318,화전,2,화전역 2번 출구,37.6102072578868,126.92998576213
1063075317,수색,1,수색역 1번 출구,37.6102072578868,126.92998576213
1063075316,디지털미디어시티,6,디지털미디어시티역 6번 출구,37.6102072578868,126.92998576213
1063075315,가좌,1,가좌역 1번 출구,37.6102072578868,126.92998576213
1063075315,가좌,2,가좌역 2번 출구,37.6102072578868,126.92998576213
1063075315,가좌,3,가좌역 3번 출구,37.6102072578868,126.92998576213
1063075313,서강대,1,서강대역 1번 출구,37.6102072578868,126.92998576213
1063075313,서강대,2,서강대역 2번 출구,37.6102072578868,126.92998576213
1063075335,문산,1,문산역 1번 출구,37.6102072578868,126.92998576213
1063075334,파주,1,파주역 1번 출구,37.6102072578868,126.92998576213
1063075333,월롱,1,월롱역 1번 출구,37.6102072578868,126.92998576213
1063075112,서빙고,1,서빙고역 1번 출구,37.6102072578868,126.92998576213
1063075112,서빙고,2,서빙고역 2번 출구,37.6102072578868,126.92998576213
1063075113,한남,1,한남역 1번 출구,37.6102072578868,126.92998576213
1063075115,응봉,1,응봉역 1번 출구,37.6102072578868,126.92998576213
1063075115,응봉,2,응봉역 2번 출구,37.6102072578868,126.92998576213
1063075116,왕십리,12,왕십리역 12번 출구,37.6102072578868,126.92998576213
1063075116,왕십리,13,왕십리역 13번 출구,37.6102072578868,126.92998576213
1063075117,청량리,1,청량리역 1번 출구,37.6102072578868,126.92998576213
1063075118,회기,2,회기역 2번 출구,37.6102072578868,126.92998576213
1063075119,중랑,1,중랑역 1번 출구,37.6102072578868,126.92998576213
1063075119,중랑,2,중랑역 2번 출구,37.6102072578868,126.92998576213
1063075119,중랑,3,중랑역 3번 출구,37.6102072578868,126.92998576213
1063075119,중랑,4,중랑역 4번 출구,37.6102072578868,126.92998576213
1063075120,상봉,8,상봉역 8번 출구,37.6102072578868,126.92998576213
1063075121,망우,1,망우역 1번 출구,37.6102072578868,126.92998576213
1063075122,양원,1,양원역 1번 출구,37.6102072578868,126.92998576213
1063075122,양원,2,양원역 2번 출구,37.6102072578868,126.92998576213
1063075123,구리,1,구리역 1번 출구,37.6102072578868,126.92998576213
1063075123,구리,2,구리역 2번 출구,37.6102072578868,126.92998576213
1063075123,구리,3,구리역 3번 출구,37.6102072578868,126.92998576213
1063075124,도농,1,도농역 1번 출구,37.6102072578868,126.92998576213
1063075124,도농,2,도농역 2번 출구,37.6102072578868,126.92998576213
1063075125,양정,1,양정역 1번 출구,37.6102072578868,126.92998576213
1063075125,양정,2,양정역 2번 출구,37.6102072578868,126.92998576213
1063075126,덕소,1,덕소역 1번 출구,37.6102072578868,126.92998576213
1063075126,덕소,2,덕소역 2번 출구,37.6102072578868,126.92998576213
1063075126,덕소,3,덕소역 3번 출구,37.6102072578868,126.92998576213
1063075127,도심,1,도심역 1번 출구,37.6102072578868,126.92998576213
1063075127,도심,2,도심역 2번 출구,37.6102072578868,126.92998576213
1063075128,팔당,1,팔당역 1번 출구,37.6102072578868,126.92998576213
1063075129,운길산,1,운길산역 1번 출구,37.6102072578868,126.92998576213
1063075129,운길산,2,운길산역 2번 출구,37.6102072578868,126.92998576213
1063075130,양수,1,양수역 1번 출구,37.6102072578868,126.92998576213
1063075130,양수,2,양수역 2번 출구,37.6102072578868,126.92998576213
1063075131,신원,1,신원역 1번 출구,37.6102072578868,126.92998576213
1063075132,국수,1,국수역 1번 출구,37.6102072578868,126.92998576213
1063075133,아신,1,아신역 1번 출구,37.6102072578868,126.92998576213
1063075134,오빈,1,오빈역 1번 출구,37.6102072578868,126.92998576213
1063075135,양평(경의중앙선),1,양평(경의중앙선)역 1번 출구,37.6102072578868,126.92998576213
1063075135,양평(경의중앙선),2,양평(경의중앙선)역 2번 출구,37.6102072578868,126.92998576213
1063075136,원덕,1,원덕역 1번 출구,37.6102072578868,126.92998576213
1063075137,용문,1,용문역 1번 출구,37.6102072578868,126.92998576213
1063075137,용문,2,용문역 2번 출구,37.6102072578868,126.92998576213
1063075137,용문,3,용문역 3번 출구,37.6102072578868,126.92998576213
1063080312,신촌(경의중앙선),1,신촌(경의중앙선)역 1번 출구,37.6102072578868,126.92998576213
1063080312,신촌(경의중앙선),2,신촌(경의중앙선)역 2번 출구,37.6102072578868,126.92998576213
1063080313,서울,5,서울역 5번 출구,37.6102072578868,126.92998576213
1067080120,상봉,7,상봉역 7번 출구,37.6102072578868,126.92998576213
1067080121,망우,2,망우역 2번 출구,37.6102072578868,126.92998576213
1067080121,망우,3,망우역 3번 출구,37.6102072578868,126.92998576213
1067080122,신내,1,신내역 1번 출구,37.6102072578868,126.92998576213
1067080122,신내,2,신내역 2번 출구,37.6102072578868,126.92998576213
1067080122,신내,3,신내역 3번 출구,37.6102072578868,126.92998576213
1067080122,신내,4,신내역 4번 출구,37.6102072578868,126.92998576213
1067080123,갈매,1,갈매역 1번 출구,37.6102072578868,126.92998576213
1067080123,갈매,2,갈매역 2번 출구,37.6102072578868,126.92998576213
1067080124,별내,1,별내역 1번 출구,37.6102072578868,126.92998576213
1067080124,별내,2,별내역 2번 출구,37.6102072578868,126.92998576213
1092004703,4.19 민주묘지,1,4.19 민주묘지역 1번 출구,37.6102072578868,126.92998576213
1092004703,4.19 민주묘지,2,4.19 민주묘지역 2번 출구,37.6102072578868,126.92998576213
1092004704,가오리,1,가오리역 1번 출구,37.6102072578868,126.92998576213
1092004704,가오리,2,가오리역 2번 출구,37.6102072578868,126.92998576213
1092004712,보문,2,보문역 2번 출구,37.6102072578868,126.92998576213
1092004712,보문,3,보문역 3번 출구,37.6102072578868,126.92998576213
1092004712,보문,4,보문역 4번 출구,37.6102072578868,126.92998576213
1092004712,보문,5,보문역 5번 출구,37.6102072578868,126.92998576213
1092004712,보문,6,보문역 6번 출구,37.6102072578868,126.92998576213
1092004709,북한산보국문,1,북한산보국문역 1번 출구,37.6102072578868,126.92998576213
1092004706,삼양,2,삼양역 2번 출구,37.6102072578868,126.92998576213
1092004707,삼양사거리,1,삼양사거리역 1번 출구,37.6102072578868,126.92998576213
1092004707,삼양사거리,2,삼양사거리역 2번 출구,37.6102072578868,126.92998576213
1092004711,성신여대입구,3,성신여대입구역 3번 출구,37.6102072578868,126.92998576213
1092004711,성신여대입구,5,성신여대입구역 5번 출구,37.6102072578868,126.92998576213
1092004711,성신여대입구,6,성신여대입구역 6번 출구,37.6102072578868,126.92998576213
1092004711,성신여대입구,7,성신여대입구역 7번 출구,37.6102072578868,126.92998576213
1092004702,솔밭공원,1,솔밭공원역 1번 출구,37.6102072578868,126.92998576213
1092004708,솔샘,1,솔샘역 1번 출구,37.6102072578868,126.92998576213
1092004708,솔샘,2,솔샘역 2번 출구,37.6102072578868,126.92998576213
1092004713,신설동,1,신설동역 1번 출구,37.6102072578868,126.92998576213
1067080125,퇴계원,1,퇴계원역 1번 출구,37.6102072578868,126.92998576213
1067080125,퇴계원,2,퇴계원역 2번 출구,37.6102072578868,126.92998576213
1067080126,사릉,1,사릉역 1번 출구,37.6102072578868,126.92998576213
1067080127,금곡,1,금곡역 1번 출구,37.6102072578868,126.92998576213
1067080128,평내호평,1,평내호평역 1번 출구,37.6102072578868,126.92998576213
1067080128,평내호평,2,평내호평역 2번 출구,37.6102072578868,126.92998576213
1069073136,인천대입구,1,인천대입구역 1번 출구,37.6102072578868,126.92998576213
1069073136,인천대입구,2,인천대입구역 2번 출구,37.6102072578868,126.92998576213
1069073136,인천대입구,3,인천대입구역 3번 출구,37.6102072578868,126.92998576213
1069073136,인천대입구,4,인천대입구역 4번 출구,37.6102072578868,126.92998576213
1069073136,인천대입구,5,인천대입구역 5번 출구,37.6102072578868,126.92998576213
1069073137,센트럴파크,1,센트럴파크역 1번 출구,37.6102072578868,126.92998576213
1069073137,센트럴파크,2,센트럴파크역 2번 출구,37.6102072578868,126.92998576213
1069073137,센트럴파크,4,센트럴파크역 4번 출구,37.6102072578868,126.92998576213
1069073138,국제업무지구,2,국제업무지구역 2번 출구,37.6102072578868,126.92998576213
1069073138,국제업무지구,5,국제업무지구역 5번 출구,37.6102072578868,126.92998576213
1071075253,소래포구,1,소래포구역 1번 출구,37.6102072578868,126.92998576213
1071075253,소래포구,2,소래포구역 2번 출구,37.6102072578868,126.92998576213
1071075254,인천논현,1,인천논현역 1번 출구,37.6102072578868,126.92998576213
1071075254,인천논현,2,인천논현역 2번 출구,37.6102072578868,126.92998576213
1071075254,인천논현,3,인천논현역 3번 출구,37.6102072578868,126.92998576213
1071075254,인천논현,4,인천논현역 4번 출구,37.6102072578868,126.92998576213
1071075255,호구포,1,호구포역 1번 출구,37.6102072578868,126.92998576213
1071075255,호구포,2,호구포역 2번 출구,37.6102072578868,126.92998576213
1071075256,남동인더스파크,1,남동인더스파크역 1번 출구,37.6102072578868,126.92998576213
1071075256,남동인더스파크,2,남동인더스파크역 2번 출구,37.6102072578868,126.92998576213
1071075257,원인재,4,원인재역 4번 출구,37.6102072578868,126.92998576213
1071075257,원인재,5,원인재역 5번 출구,37.6102072578868,126.92998576213
1071075258,연수,1,연수역 1번 출구,37.6102072578868,126.92998576213
1071075258,연수,2,연수역 2번 출구,37.6102072578868,126.92998576213
1071075259,송도,1,송도역 1번 출구,37.6102072578868,126.92998576213
1075075211,서울숲,1,서울숲역 1번 출구,37.6102072578868,126.92998576213
1075075211,서울숲,2,서울숲역 2번 출구,37.6102072578868,126.92998576213
1075075211,서울숲,3,서울숲역 3번 출구,37.6102072578868,126.92998576213
1075075211,서울숲,4,서울숲역 4번 출구,37.6102072578868,126.92998576213
1075075212,압구정로데오,1,압구정로데오역 1번 출구,37.6102072578868,126.92998576213
1075075212,압구정로데오,2,압구정로데오역 2번 출구,37.6102072578868,126.92998576213
1075075212,압구정로데오,3,압구정로데오역 3번 출구,37.6102072578868,126.92998576213
1075075212,압구정로데오,4,압구정로데오역 4번 출구,37.6102072578868,126.92998576213
1075075212,압구정로데오,5,압구정로데오역 5번 출구,37.6102072578868,126.92998576213
1075075212,압구정로데오,6,압구정로데오역 6번 출구,37.6102072578868,126.92998576213
1075075212,압구정로데오,7,압구정로데오역 7번 출구,37.6102072578868,126.92998576213
1075075214,선정릉,1,선정릉역 1번 출구,37.6102072578868,126.92998576213
1075075214,선정릉,2,선정릉역 2번 출구,37.6102072578868,126.92998576213
1075075214,선정릉,3,선정릉역 3번 출구,37.6102072578868,126.92998576213
1075075214,선정릉,4,선정릉역 4번 출구,37.6102072578868,126.92998576213
1075075215,선릉,2,선릉역 2번 출구,37.6102072578868,126.92998576213
1075075215,선릉,3,선릉역 3번 출구,37.6102072578868,126.92998576213
1075075215,선릉,6,선릉역 6번 출구,37.6102072578868,126.92998576213
1075075215,선릉,7,선릉역 7번 출구,37.6102072578868,126.92998576213
1075075215,선릉,8,선릉역 8번 출구,37.6102072578868,126.92998576213
1075075215,선릉,9,선릉역 9번 출구,37.6102072578868,126.92998576213
1075075216,한티,1,한티역 1번 출구,37.6102072578868,126.92998576213
1075075216,한티,2,한티역 2번 출구,37.6102072578868,126.92998576213
1075075216,한티,3,한티역 3번 출구,37.6102072578868,126.92998576213
1075075216,한티,4,한티역 4번 출구,37.6102072578868,126.92998576213
1075075216,한티,5,한티역 5번 출구,37.6102072578868,126.92998576213
1075075216,한티,6,한티역 6번 출구,37.6102072578868,126.92998576213
1075075216,한티,7,한티역 7번 출구,37.6102072578868,126.92998576213
1075075216,한티,8,한티역 8번 출구,37.6102072578868,126.92998576213
1075075217,도곡,1,도곡역 1번 출구,37.6102072578868,126.92998576213
1075075217,도곡,2,도곡역 2번 출구,37.6102072578868,126.92998576213
1075075217,도곡,3,도곡역 3번 출구,37.6102072578868,126.92998576213
1075075217,도곡,4,도곡역 4번 출구,37.6102072578868,126.92998576213
1075075218,구룡,1,구룡역 1번 출구,37.6102072578868,126.92998576213
1075075218,구룡,2,구룡역 2번 출구,37.6102072578868,126.92998576213
1075075218,구룡,3,구룡역 3번 출구,37.6102072578868,126.92998576213
1075075218,구룡,4,구룡역 4번 출구,37.6102072578868,126.92998576213
1075075218,구룡,5,구룡역 5번 출구,37.6102072578868,126.92998576213
1075075219,개포동,1,개포동역 1번 출구,37.6102072578868,126.92998576213
1075075219,개포동,2,개포동역 2번 출구,37.6102072578868,126.92998576213
1075075219,개포동,3,개포동역 3번 출구,37.6102072578868,126.92998576213
1075075219,개포동,4,개포동역 4번 출구,37.6102072578868,126.92998576213
1075075219,개포동,5,개포동역 5번 출구,37.6102072578868,126.92998576213
1075075219,개포동,6,개포동역 6번 출구,37.6102072578868,126.92998576213
1075075219,개포동,7,개포동역 7번 출구,37.6102072578868,126.92998576213
1075075219,개포동,8,개포동역 8번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,1,대모산입구역 1번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,2,대모산입구역 2번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,3,대모산입구역 3번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,4,대모산입구역 4번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,5,대모산입구역 5번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,6,대모산입구역 6번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,7,대모산입구역 7번 출구,37.6102072578868,126.92998576213
1075075220,대모산입구,8,대모산입구역 8번 출구,37.6102072578868,126.92998576213
1075075223,가천대,1,가천대역 1번 출구,37.6102072578868,126.92998576213
1075075223,가천대,2,가천대역 2번 출구,37.6102072578868,126.92998576213
1075075223,가천대,3,가천대역 3번 출구,37.6102072578868,126.92998576213
1075075223,가천대,4,가천대역 4번 출구,37.6102072578868,126.92998576213
1075075223,가천대,5,가천대역 5번 출구,37.6102072578868,126.92998576213
1075075224,태평,1,태평역 1번 출구,37.6102072578868,126.92998576213
1075075224,태평,2,태평역 2번 출구,37.6102072578868,126.92998576213
1075075224,태평,3,태평역 3번 출구,37.6102072578868,126.92998576213
1075075224,태평,4,태평역 4번 출구,37.6102072578868,126.92998576213
1075075224,태평,5,태평역 5번 출구,37.6102072578868,126.92998576213
1075075224,태평,6,태평역 6번 출구,37.6102072578868,126.92998576213
1075075225,모란,1,모란역 1번 출구,37.6102072578868,126.92998576213
1075075225,모란,2,모란역 2번 출구,37.6102072578868,126.92998576213
1075075225,모란,3,모란역 3번 출구,37.6102072578868,126.92998576213
1075075225,모란,4,모란역 4번 출구,37.6102072578868,126.92998576213
1075075225,모란,5,모란역 5번 출구,37.6102072578868,126.92998576213
1075075225,모란,6,모란역 6번 출구,37.6102072578868,126.92998576213
1075075225,모란,7,모란역 7번 출구,37.6102072578868,126.92998576213
1075075225,모란,8,모란역 8번 출구,37.6102072578868,126.92998576213
1075075226,야탑,1,야탑역 1번 출구,37.6102072578868,126.92998576213
1075075226,야탑,2,야탑역 2번 출구,37.6102072578868,126.92998576213
1075075226,야탑,3,야탑역 3번 출구,37.6102072578868,126.92998576213
1075075226,야탑,4,야탑역 4번 출구,37.6102072578868,126.92998576213
1075075227,이매,1,이매역 1번 출구,37.6102072578868,126.92998576213
1075075227,이매,2,이매역 2번 출구,37.6102072578868,126.92998576213
1075075227,이매,3,이매역 3번 출구,37.6102072578868,126.92998576213
1075075227,이매,4,이매역 4번 출구,37.6102072578868,126.92998576213
1075075227,이매,5,이매역 5번 출구,37.6102072578868,126.92998576213
1075075227,이매,6,이매역 6번 출구,37.6102072578868,126.92998576213
1075075228,서현,1,서현역 1번 출구,37.6102072578868,126.92998576213
1075075228,서현,2,서현역 2번 출구,37.6102072578868,126.92998576213
1075075228,서현,3,서현역 3번 출구,37.6102072578868,126.92998576213
1075075228,서현,4,서현역 4번 출구,37.6102072578868,126.92998576213
1075075228,서현,5,서현역 5번 출구,37.6102072578868,126.92998576213
1075075229,수내,1,수내역 1번 출구,37.6102072578868,126.92998576213
1075075229,수내,2,수내역 2번 출구,37.6102072578868,126.92998576213
1075075229,수내,3,수내역 3번 출구,37.6102072578868,126.92998576213
1075075229,수내,4,수내역 4번 출구,37.6102072578868,126.92998576213
1069073115,경인교대입구,1,경인교대입구역 1번 출구,37.6102072578868,126.92998576213
1069073115,경인교대입구,2,경인교대입구역 2번 출구,37.6102072578868,126.92998576213
1069073115,경인교대입구,3,경인교대입구역 3번 출구,37.6102072578868,126.92998576213
1069073115,경인교대입구,4,경인교대입구역 4번 출구,37.6102072578868,126.92998576213
1069073115,경인교대입구,5,경인교대입구역 5번 출구,37.6102072578868,126.92998576213
1069073115,경인교대입구,6,경인교대입구역 6번 출구,37.6102072578868,126.92998576213
1069073116,작전,1,작전역 1번 출구,37.6102072578868,126.92998576213
1069073116,작전,2,작전역 2번 출구,37.6102072578868,126.92998576213
1069073116,작전,3,작전역 3번 출구,37.6102072578868,126.92998576213
1069073116,작전,4,작전역 4번 출구,37.6102072578868,126.92998576213
1069073116,작전,5,작전역 5번 출구,37.6102072578868,126.92998576213
1069073116,작전,6,작전역 6번 출구,37.6102072578868,126.92998576213
1069073116,작전,7,작전역 7번 출구,37.6102072578868,126.92998576213
1069073116,작전,8,작전역 8번 출구,37.6102072578868,126.92998576213
1069073117,갈산,1,갈산역 1번 출구,37.6102072578868,126.92998576213
1069073117,갈산,2,갈산역 2번 출구,37.6102072578868,126.92998576213
1069073117,갈산,3,갈산역 3번 출구,37.6102072578868,126.92998576213
1069073117,갈산,4,갈산역 4번 출구,37.6102072578868,126.92998576213
1069073118,부평구청,1,부평구청역 1번 출구,37.6102072578868,126.92998576213
1069073118,부평구청,2,부평구청역 2번 출구,37.6102072578868,126.92998576213
1069073118,부평구청,8,부평구청역 8번 출구,37.6102072578868,126.92998576213
1069073118,부평구청,9,부평구청역 9번 출구,37.6102072578868,126.92998576213
1069073119,부평시장,1,부평시장역 1번 출구,37.6102072578868,126.92998576213
1069073119,부평시장,2,부평시장역 2번 출구,37.6102072578868,126.92998576213
1069073119,부평시장,3,부평시장역 3번 출구,37.6102072578868,126.92998576213
1069073119,부평시장,4,부평시장역 4번 출구,37.6102072578868,126.92998576213
1069073120,부평,3,부평역 3번 출구,37.6102072578868,126.92998576213
1069073120,부평,4,부평역 4번 출구,37.6102072578868,126.92998576213
1069073120,부평,5,부평역 5번 출구,37.6102072578868,126.92998576213
1069073120,부평,6,부평역 6번 출구,37.6102072578868,126.92998576213
1069073120,부평,7,부평역 7번 출구,37.6102072578868,126.92998576213
1069073120,부평,8,부평역 8번 출구,37.6102072578868,126.92998576213
1069073121,동수,1,동수역 1번 출구,37.6102072578868,126.92998576213
1069073121,동수,2,동수역 2번 출구,37.6102072578868,126.92998576213
1069073121,동수,3,동수역 3번 출구,37.6102072578868,126.92998576213
1069073121,동수,4,동수역 4번 출구,37.6102072578868,126.92998576213
1069073122,부평삼거리,1,부평삼거리역 1번 출구,37.6102072578868,126.92998576213
1069073122,부평삼거리,2,부평삼거리역 2번 출구,37.6102072578868,126.92998576213
1069073122,부평삼거리,3,부평삼거리역 3번 출구,37.6102072578868,126.92998576213
1069073122,부평삼거리,4,부평삼거리역 4번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,1,간석오거리역 1번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,2,간석오거리역 2번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,3,간석오거리역 3번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,4,간석오거리역 4번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,5,간석오거리역 5번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,6,간석오거리역 6번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,7,간석오거리역 7번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,8,간석오거리역 8번 출구,37.6102072578868,126.92998576213
1069073123,간석오거리,9,간석오거리역 9번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,1,인천시청역 1번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,2,인천시청역 2번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,3,인천시청역 3번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,4,인천시청역 4번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,5,인천시청역 5번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,6,인천시청역 6번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,7,인천시청역 7번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,8,인천시청역 8번 출구,37.6102072578868,126.92998576213
1069073124,인천시청,9,인천시청역 9번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,1,예술회관역 1번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,10,예술회관역 10번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,11,예술회관역 11번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,2,예술회관역 2번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,3,예술회관역 3번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,4,예술회관역 4번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,5,예술회관역 5번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,6,예술회관역 6번 출구,37.6102072578868,126.92998576213
1069073125,예술회관,7,예술회관역 7번 출구,37.6102072578868,126.92998576213
